text,condition,record_type,clean_text
Cat is losing weight despite having a good appetite.,Digestive Issues,Owner Observation,Cat is losing weight despite having a good appetite.
Ferret seems painful when his jaw area is touched.,Ear Infections,Owner Observation,Ferret seems painful when his jaw area is touched.
"My rabbit has thick, flaky crusts inside both ears.",Ear Infections,Owner Observation,"My rabbit has thick, flaky crusts inside both ears."
My ferret's inner ear flaps look red and irritated.,Ear Infections,Owner Observation,My ferret's inner ear flaps look red and irritated.
Prescribe tylosin powder for suspected antibiotic-responsive diarrhea.,Digestive Issues,Clinical Notes,Prescribe tylosin powder for suspected antibiotic-responsive diarrhea.
Pet’s ears are red and have a musty odor.,Ear Infections,Owner Observation,Pet’s ears are red and have a musty odor.
Biopsy report confirms mast cell tumor; refer for surgical excision.,Skin Irritations,Clinical Notes,Biopsy report confirms mast cell tumor; refer for surgical excision.
Guinea pig has swollen feet (bumblefoot).,Mobility Problems,Owner Observation,Guinea pig has swollen feet (bumblefoot).
"Large, fluctuant aural hematoma on concave surface of right pinna. Surgical correction recommended.",Ear Infections,Clinical Notes,"Large, fluctuant aural hematoma on concave surface of right pinna. Surgical correction recommended."
"My ferret’s belly has red, irritated spots.",Skin Irritations,Owner Observation,"My ferret’s belly has red, irritated spots."
Multiple deep skin scrapings positive for Demodex injai mites (adults and immature forms).,Parasites,Clinical Notes,Multiple deep skin scrapings positive for Demodex injai mites (adults and immature forms).
Ticks embedded in fur; remove and treat.,Parasites,Clinical Notes,Ticks embedded in fur; remove and treat.
My rabbit has white flakes in its ears.,Ear Infections,Owner Observation,My rabbit has white flakes in its ears.
Flea dirt present on coat combing; Ctenocephalides felis infestation confirmed.,Parasites,Clinical Notes,Flea dirt present on coat combing; Ctenocephalides felis infestation confirmed.
Pre- and post-prandial bile acids significantly elevated; consistent with PSS or severe liver dysfunction.,Digestive Issues,Clinical Notes,Pre- and post-prandial bile acids significantly elevated; consistent with PSS or severe liver dysfunction.
"Treat Cheyletiella infestation with lime sulfur dips, fipronil, or selamectin. Treat environment.",Parasites,Clinical Notes,"Treat Cheyletiella infestation with lime sulfur dips, fipronil, or selamectin. Treat environment."
Dog has intermittent episodes of vomiting and diarrhea.,Digestive Issues,Owner Observation,Dog has intermittent episodes of vomiting and diarrhea.
"Large bowel diarrhea characterized by increased frequency, tenesmus, mucus, and hematochezia.",Digestive Issues,Clinical Notes,"Large bowel diarrhea characterized by increased frequency, tenesmus, mucus, and hematochezia."
Perform thorough oral exam to rule out dental condition contributing to ear pain.,Ear Infections,Clinical Notes,Perform thorough oral exam to rule out dental condition contributing to ear pain.
Otoscopic exam reveals Otodectes cynotis mites bilaterally; characteristic dark debris present.,Parasites,Clinical Notes,Otoscopic exam reveals Otodectes cynotis mites bilaterally; characteristic dark debris present.
Rabbit's fur is matted and it seems itchy underneath.,Parasites,Owner Observation,Rabbit's fur is matted and it seems itchy underneath.
Liver enzymes elevated; consider primary liver condition or secondary reaction.,Digestive Issues,Clinical Notes,Liver enzymes elevated; consider primary liver condition or secondary reaction.
Intradermal allergy testing scheduled.,Skin Irritations,Clinical Notes,Intradermal allergy testing scheduled.
My dog's ears smell yeasty and the skin inside looks thickened.,Skin Irritations,Owner Observation,My dog's ears smell yeasty and the skin inside looks thickened.
Dog is less active and sleeps more than usual.,Mobility Problems,Owner Observation,Dog is less active and sleeps more than usual.
Dog started limping on his front left leg after playing.,Mobility Problems,Owner Observation,Dog started limping on his front left leg after playing.
My guinea pig has crusty lesions near its mouth.,Skin Irritations,Owner Observation,My guinea pig has crusty lesions near its mouth.
My dog's anal area is red and itchy; he scoots on the carpet.,Skin Irritations,Owner Observation,My dog's anal area is red and itchy; he scoots on the carpet.
Repeat fecal examination in 2-4 weeks to ensure parasite clearance.,Parasites,Clinical Notes,Repeat fecal examination in 2-4 weeks to ensure parasite clearance.
Tympanic membrane appears ruptured on otoscopic exam. Avoid potentially ototoxic cleaners/medications.,Ear Infections,Clinical Notes,Tympanic membrane appears ruptured on otoscopic exam. Avoid potentially ototoxic cleaners/medications.
Review patient's history for previous ear treatments and responses.,Ear Infections,Clinical Notes,Review patient's history for previous ear treatments and responses.
"I saw live, wriggling worms in my puppy's fresh poop.",Parasites,Owner Observation,"I saw live, wriggling worms in my puppy's fresh poop."
Radiographs show bilateral stifle effusion.,Mobility Problems,Clinical Notes,Radiographs show bilateral stifle effusion.
Acantholytic cells identified on cytology; highly suspicious for Pemphigus foliaceus.,Skin Irritations,Clinical Notes,Acantholytic cells identified on cytology; highly suspicious for Pemphigus foliaceus.
My dog's joints make clicking or popping sounds.,Mobility Problems,Owner Observation,My dog's joints make clicking or popping sounds.
Ferret is having difficulty climbing up ramps in his cage.,Mobility Problems,Owner Observation,Ferret is having difficulty climbing up ramps in his cage.
My dog acts hungry but then sniffs his food and walks away.,Digestive Issues,Owner Observation,My dog acts hungry but then sniffs his food and walks away.
Ensure appropriate medication volume is prescribed.,Ear Infections,Clinical Notes,Ensure appropriate medication volume is prescribed.
Dog is straining in the yard but only passing small bits of liquid stool.,Digestive Issues,Owner Observation,Dog is straining in the yard but only passing small bits of liquid stool.
Guinea pig has visible lice crawling on its hair shafts.,Parasites,Owner Observation,Guinea pig has visible lice crawling on its hair shafts.
"Dog has lost his appetite and seems nauseous (licking lips, drooling).",Digestive Issues,Owner Observation,"Dog has lost his appetite and seems nauseous (licking lips, drooling)."
Systemic antibiotics indicated for otitis media/interna or severe otitis externa.,Ear Infections,Clinical Notes,Systemic antibiotics indicated for otitis media/interna or severe otitis externa.
"Arthrocentesis performed on swollen stifle; cytology reveals septic suppurative inflammation (high neutrophils, intracellular bacteria).",Mobility Problems,Clinical Notes,"Arthrocentesis performed on swollen stifle; cytology reveals septic suppurative inflammation (high neutrophils, intracellular bacteria)."
Papular rash on hindquarters; antihistamine trial.,Skin Irritations,Clinical Notes,Papular rash on hindquarters; antihistamine trial.
My rabbit has developed a large swelling under its jaw.,Skin Irritations,Owner Observation,My rabbit has developed a large swelling under its jaw.
"Cat's face looks droopy on one side, started with the ear trouble.",Ear Infections,Owner Observation,"Cat's face looks droopy on one side, started with the ear trouble."
"My ferret is itchy, especially around his neck and shoulders.",Parasites,Owner Observation,"My ferret is itchy, especially around his neck and shoulders."
Rabbit is shaking its head and digging at its ears.,Parasites,Owner Observation,Rabbit is shaking its head and digging at its ears.
"Check for concurrent endocrine conditions (Cushing's, diabetes).",Skin Irritations,Clinical Notes,"Check for concurrent endocrine conditions (Cushing's, diabetes)."
"Review current medications for potential GI side effects (e.g., NSAIDs, steroids, certain antibiotics).",Digestive Issues,Clinical Notes,"Review current medications for potential GI side effects (e.g., NSAIDs, steroids, certain antibiotics)."
My puppy seems stiff when he wakes up.,Mobility Problems,Owner Observation,My puppy seems stiff when he wakes up.
Clostridium perfringens enterotoxicosis suspected; check fecal toxin levels.,Digestive Issues,Clinical Notes,Clostridium perfringens enterotoxicosis suspected; check fecal toxin levels.
Use selamectin/sarolaner (Revolution Plus) for broad-spectrum feline parasite control.,Parasites,Clinical Notes,Use selamectin/sarolaner (Revolution Plus) for broad-spectrum feline parasite control.
Discuss long-term expectations for function and potential for recurrence/progression.,Mobility Problems,Clinical Notes,Discuss long-term expectations for function and potential for recurrence/progression.
Ensure owner understands medication schedule and potential side effects.,Mobility Problems,Clinical Notes,Ensure owner understands medication schedule and potential side effects.
Educate owner on parasite life cycles and prevention strategies.,Parasites,Clinical Notes,Educate owner on parasite life cycles and prevention strategies.
"Closed, transverse fracture of distal tibia identified. Splint applied, discuss surgical fixation.",Mobility Problems,Clinical Notes,"Closed, transverse fracture of distal tibia identified. Splint applied, discuss surgical fixation."
Document specific parasite identified and treatment administered in medical record.,Parasites,Clinical Notes,Document specific parasite identified and treatment administered in medical record.
Asymmetrical thigh circumference measured.,Mobility Problems,Clinical Notes,Asymmetrical thigh circumference measured.
My dog's ear flap (pinna) is swollen like a balloon.,Ear Infections,Owner Observation,My dog's ear flap (pinna) is swollen like a balloon.
Abdominal ultrasound reveals thickened intestinal loops; consistent with IBD.,Digestive Issues,Clinical Notes,Abdominal ultrasound reveals thickened intestinal loops; consistent with IBD.
Assess hydration status and recommend fluid therapy if needed for systemic illness.,Skin Irritations,Clinical Notes,Assess hydration status and recommend fluid therapy if needed for systemic illness.
Use E-collar to prevent self-trauma.,Skin Irritations,Clinical Notes,Use E-collar to prevent self-trauma.
Abdominocentesis yielded serosanguinous fluid; cytology shows septic inflammation. Emergency surgery indicated.,Digestive Issues,Clinical Notes,Abdominocentesis yielded serosanguinous fluid; cytology shows septic inflammation. Emergency surgery indicated.
