query,true_condition,animal_filter,top1_condition,retrieved_conditions,correct_rank,hit_at_1,hit_at_3,hit_at_5,top1_text,top1_score
Ferret has bright green diarrhea.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Parasites', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Acute vomiting and diarrhea; suspect gastroenteritis.,0.5952960848808289
"Kitten is sneezing and has discharge, could it be lungworms?",Parasites,,Parasites,"['Parasites', 'Parasites', 'Ear Infections', 'Parasites', 'Parasites']",1.0,True,True,True,"Lungworm (e.g., Aelurostrongylus abstrusus in cats) suspected based on respiratory signs; Baermann fecal analysis recommended.",0.6388740539550781
Cat is licking the fur off her legs.,Skin Irritations,,Parasites,"['Parasites', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",2.0,False,True,True,Ticks embedded in fur; remove and treat.,0.594882071018219
My cat has bumps under the skin that can be felt but not easily seen.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,"Skin fragility syndrome in older cat; handle gently, check for underlying conditions (hyperadrenocorticism, diabetes).",0.6724876761436462
Rabbit has pus draining from one ear.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Mobility Problems']",1.0,True,True,True,Rabbit presents with severe crusting otitis externa due to Psoroptes cuniculi infestation.,0.6610458493232727
"Dog's ear canal lining looks thick and bumpy, like cobblestones.",Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Skin Irritations']",1.0,True,True,True,Check for ticks within the ear canal.,0.6745284795761108
Guinea pig has difficulty moving after a fall.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Digestive Issues']",1.0,True,True,True,Suspect vitamin C deficiency (scurvy) in guinea pig with lameness/reluctance to move; supplement vitamin C.,0.5908874273300171
My rabbit has matted fur and sores underneath on its hindquarters.,Skin Irritations,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Parasites', 'Skin Irritations', 'Parasites']",2.0,False,True,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.6536616086959839
My bird has Giardia.,Parasites,,Digestive Issues,"['Digestive Issues', 'Ear Infections', 'Digestive Issues', 'Parasites', 'Parasites']",4.0,False,False,True,Giardia ELISA test positive. Initiate fenbendazole therapy and advise environmental decontamination.,0.6529526710510254
My new kitten has a really round belly and doesn't seem to be growing much.,Parasites,,Digestive Issues,"['Digestive Issues', 'Ear Infections', 'Digestive Issues', 'Digestive Issues', 'Ear Infections']",,False,False,False,Advise slow transition when changing pet foods.,0.5662348866462708
Cat has difficulty navigating stairs.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Skin Irritations', 'Digestive Issues', 'Skin Irritations']",1.0,True,True,True,"Gait analysis performed: observe walk, trot, turning, stairs.",0.6174970865249634
"My cat's fur looks dull and unkempt, and she has flakes.",Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Parasites']",1.0,True,True,True,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6812920570373535
My dog slid on the ice and has been limping on his front leg since.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Digestive Issues', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.5876891613006592
"Guinea pig has swollen, painful feet.",Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Skin Irritations', 'Parasites', 'Skin Irritations']",1.0,True,True,True,"Severe ulcerative pododermatitis (bumblefoot) in guinea pig; debride, bandage, systemic antibiotics, improve husbandry.",0.6654061079025269
Rabbit has redness and hair loss on the soles of its hind feet.,Skin Irritations,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Digestive Issues', 'Parasites', 'Skin Irritations']",5.0,False,False,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.6732484102249146
Kitten has hookworms according to the fecal test.,Parasites,,Parasites,"['Parasites', 'Parasites', 'Parasites', 'Digestive Issues', 'Parasites']",1.0,True,True,True,Hookworm eggs in stool; prescribe fenbendazole.,0.6905379891395569
Dog is rubbing his face on the carpet constantly.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Miliary dermatitis pattern observed in feline patient; consider flea allergy vs. food allergy.,0.5733901858329773
My puppy has developed a swollen muzzle and face.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Canine facial eosinophilic furunculosis suspected based on acute onset muzzle swelling/lesions.,0.7420886754989624
My dog has significant muscle wasting in his hind end.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Mobility Problems', 'Ear Infections', 'Skin Irritations']",1.0,True,True,True,"Muscle atrophy noted in hind limbs, particularly quadriceps and gluteals.",0.6415530443191528
Cat has inflammation and discharge around her nail beds.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Ear Infections']",1.0,True,True,True,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6312928199768066
My dog has ear mites confirmed by microscopic exam.,Parasites,,Ear Infections,"['Ear Infections', 'Parasites', 'Parasites', 'Parasites', 'Skin Irritations']",2.0,False,True,True,Microscopic exam of ear debris confirms presence of Otodectes cynotis mites and eggs.,0.7473317384719849
Cat keeps vomiting small amounts of bile.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.6400649547576904
My dog has Valley Fever affecting his bones.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Digestive Issues', 'Skin Irritations', 'Mobility Problems']",1.0,True,True,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.6390819549560547
"My dog has tapeworms, probably from fleas.",Parasites,,Parasites,"['Parasites', 'Parasites', 'Parasites', 'Skin Irritations', 'Parasites']",1.0,True,True,True,Tapeworm segments (Dipylidium caninum) observed on perineum; associated with flea infestation.,0.695807933807373
Dog has developed resistance to previous ear medications.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Digestive Issues', 'Ear Infections']",1.0,True,True,True,Dog has a Malassezia (yeast) overgrowth causing otitis.,0.6870384812355042
My dog has a secondary skin infection from scratching flea bites.,Parasites,,Parasites,"['Parasites', 'Parasites', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Dog presented with severe flea infestation and secondary anemia (PCV 22%).,0.7504242658615112
There are little white things that look like rice grains stuck to the fur around my dog's anus.,Parasites,,Parasites,"['Parasites', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Parasites']",1.0,True,True,True,Ticks embedded in fur; remove and treat.,0.5985291004180908
Cat has started eliminating outside the litter box.,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Ear Infections', 'Parasites', 'Ear Infections', 'Ear Infections']",,False,False,False,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.5876656770706177
Ferret has lost a lot of weight over the last month.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Mobility Problems', 'Digestive Issues']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.5709052681922913
My cat fights me and cries when I try to put ear drops in.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Parasites', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,Ear infection with swelling; start combo drops.,0.628445565700531
My cat has bumps along her spine.,Skin Irritations,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Skin Irritations', 'Mobility Problems', 'Skin Irritations']",2.0,False,True,True,Consider referral for acupuncture or veterinary spinal manipulative therapy (VSMT).,0.6565355658531189
Cat is losing weight despite having a good appetite.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Skin Irritations']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.6994949579238892
Ferret seems painful when his jaw area is touched.,Ear Infections,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Mobility Problems', 'Skin Irritations', 'Mobility Problems']",,False,False,False,Pain on tail jack/lumbosacral palpation.,0.5700610876083374
"My rabbit has thick, flaky crusts inside both ears.",Ear Infections,,Ear Infections,"['Ear Infections', 'Parasites', 'Skin Irritations', 'Ear Infections', 'Skin Irritations']",1.0,True,True,True,Psoroptes cuniculi (ear mites) in rabbit causing severe crusting and inflammation.,0.6920524835586548
My ferret's inner ear flaps look red and irritated.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Skin Irritations', 'Ear Infections', 'Skin Irritations']",2.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.666004478931427
Pet’s ears are red and have a musty odor.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections']",2.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6798222064971924
Guinea pig has swollen feet (bumblefoot).,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Skin Irritations', 'Parasites', 'Parasites']",1.0,True,True,True,"Bumblefoot (pododermatitis) present in guinea pig; address husbandry (bedding, hygiene) and treat infection/pain.",0.7098990678787231
"My ferret’s belly has red, irritated spots.",Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Parasites']",1.0,True,True,True,Seborrheic patches on belly; antifungal treatment started.,0.6260400414466858
My rabbit has white flakes in its ears.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Ear Infections', 'Parasites', 'Ear Infections']",2.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6640787124633789
Dog has intermittent episodes of vomiting and diarrhea.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Chronic intermittent vomiting in feline; consider IBD, food allergy, lymphoma.",0.7703839540481567
Rabbit's fur is matted and it seems itchy underneath.,Parasites,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Skin Irritations', 'Ear Infections', 'Parasites']",5.0,False,False,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.6566722393035889
My dog's ears smell yeasty and the skin inside looks thickened.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6883049011230469
Dog is less active and sleeps more than usual.,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Mobility Problems', 'Ear Infections', 'Digestive Issues']",3.0,False,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.6247578859329224
Dog started limping on his front left leg after playing.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Skin Irritations', 'Mobility Problems', 'Ear Infections']",1.0,True,True,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.6384735107421875
My guinea pig has crusty lesions near its mouth.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Crusting lesions on flanks; antifungal cream advised.,0.6608759164810181
My dog's anal area is red and itchy; he scoots on the carpet.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Parasites', 'Skin Irritations', 'Parasites', 'Skin Irritations']",1.0,True,True,True,"Perianal irritation and scooting; express anal sacs, check for tapeworms.",0.6426637172698975
"I saw live, wriggling worms in my puppy's fresh poop.",Parasites,,Parasites,"['Parasites', 'Ear Infections', 'Digestive Issues', 'Parasites', 'Skin Irritations']",1.0,True,True,True,Provide handout on intestinal parasites.,0.5839804410934448
