text,condition,record_type,clean_text
Complete rupture of gastrocnemius tendon diagnosed based on dropped hock stance.,Mobility Problems,Clinical Notes,Complete rupture of gastrocnemius tendon diagnosed based on dropped hock stance.
Flea allergy dermatitis; start antihistamines.,Parasites,Clinical Notes,Flea allergy dermatitis; start antihistamines.
Pain on palpation of temporomandibular joint (TMJ); may be related to ear pain.,Ear Infections,Clinical Notes,Pain on palpation of temporomandibular joint (TMJ); may be related to ear pain.
Ear infection with crusting; prescribe topical steroids.,Ear Infections,Clinical Notes,Ear infection with crusting; prescribe topical steroids.
Deep pyoderma with draining tracts; culture and sensitivity indicated.,Skin Irritations,Clinical Notes,Deep pyoderma with draining tracts; culture and sensitivity indicated.
"Neurological exam components: mental status, cranial nerves, postural reactions, spinal reflexes, palpation, nociception.",Mobility Problems,Clinical Notes,"Neurological exam components: mental status, cranial nerves, postural reactions, spinal reflexes, palpation, nociception."
Carpal hyperextension injury.,Mobility Problems,Clinical Notes,Carpal hyperextension injury.
Feline acne present on chin; comedones and secondary infection noted.,Skin Irritations,Clinical Notes,Feline acne present on chin; comedones and secondary infection noted.
Document appearance of ear canal and tympanic membrane.,Ear Infections,Clinical Notes,Document appearance of ear canal and tympanic membrane.
"Panosteitis suspected; radiographs may show patchy intramedullary densities. Typically self-limiting, manage pain.",Mobility Problems,Clinical Notes,"Panosteitis suspected; radiographs may show patchy intramedullary densities. Typically self-limiting, manage pain."
Lateral ear resection considered as palliative procedure for canal stenosis.,Ear Infections,Clinical Notes,Lateral ear resection considered as palliative procedure for canal stenosis.
Prescribe ponazuril (Marquis) paste for coccidiosis.,Parasites,Clinical Notes,Prescribe ponazuril (Marquis) paste for coccidiosis.
Document location and estimated size/volume of aural hematoma.,Ear Infections,Clinical Notes,Document location and estimated size/volume of aural hematoma.
Cutaneous lymphoma suspected based on multiple nodules/plaques; refer to oncologist.,Skin Irritations,Clinical Notes,Cutaneous lymphoma suspected based on multiple nodules/plaques; refer to oncologist.
"Hypoadrenocorticism (Addison's condition) suspected due to waxing/waning GI signs, electrolyte abnormalities (low Na, high K).",Digestive Issues,Clinical Notes,"Hypoadrenocorticism (Addison's condition) suspected due to waxing/waning GI signs, electrolyte abnormalities (low Na, high K)."
Radiographs confirm moderate to severe hip dysplasia with secondary OA changes.,Mobility Problems,Clinical Notes,Radiographs confirm moderate to severe hip dysplasia with secondary OA changes.
"Symptomatic treatment for pruritus (e.g., Apoquel, Cytopoint, steroids) may be needed initially.",Parasites,Clinical Notes,"Symptomatic treatment for pruritus (e.g., Apoquel, Cytopoint, steroids) may be needed initially."
Provide handout on intestinal parasites.,Parasites,Clinical Notes,Provide handout on intestinal parasites.
Yeast otitis with debris; prescribe antifungal drops.,Ear Infections,Clinical Notes,Yeast otitis with debris; prescribe antifungal drops.
Cobalamin supplementation initiated (injectable or oral) due to documented deficiency.,Digestive Issues,Clinical Notes,Cobalamin supplementation initiated (injectable or oral) due to documented deficiency.
Babesia gibsoni identified on blood smear; requires specific treatment protocol.,Parasites,Clinical Notes,Babesia gibsoni identified on blood smear; requires specific treatment protocol.
Advise slow transition when changing pet foods.,Digestive Issues,Clinical Notes,Advise slow transition when changing pet foods.
Progressive hind limb ataxia and paresis with intact spinal reflexes in older GSD; consistent with Degenerative Myelopathy. SOD1 testing discussed.,Mobility Problems,Clinical Notes,Progressive hind limb ataxia and paresis with intact spinal reflexes in older GSD; consistent with Degenerative Myelopathy. SOD1 testing discussed.
Urticarial reaction observed; administer diphenhydramine and monitor.,Skin Irritations,Clinical Notes,Urticarial reaction observed; administer diphenhydramine and monitor.
"Metabolic epidermal necrosis (superficial necrolytic dermatitis) suspected; check liver enzymes, glucose.",Skin Irritations,Clinical Notes,"Metabolic epidermal necrosis (superficial necrolytic dermatitis) suspected; check liver enzymes, glucose."
"Differential diagnoses for vomiting include dietary indiscretion, FB, pancreatitis, renal condition, toxins, IBD, neoplasia.",Digestive Issues,Clinical Notes,"Differential diagnoses for vomiting include dietary indiscretion, FB, pancreatitis, renal condition, toxins, IBD, neoplasia."
Use ear wick or packing with medication for severe stenosis.,Ear Infections,Clinical Notes,Use ear wick or packing with medication for severe stenosis.
Ruptured tympanic membrane suspected; avoid ototoxic medications.,Ear Infections,Clinical Notes,Ruptured tympanic membrane suspected; avoid ototoxic medications.
Absent withdrawal reflex and deep pain perception in pelvic limbs; grave prognosis for return to function.,Mobility Problems,Clinical Notes,Absent withdrawal reflex and deep pain perception in pelvic limbs; grave prognosis for return to function.
Rule out hypothyroidism as contributing factor to chronic skin and ear condition.,Ear Infections,Clinical Notes,Rule out hypothyroidism as contributing factor to chronic skin and ear condition.
Erythematous patches on muzzle; rule out autoimmune issue.,Skin Irritations,Clinical Notes,Erythematous patches on muzzle; rule out autoimmune issue.
Large bowel diarrhea suspected based on mucus and hematochezia.,Digestive Issues,Clinical Notes,Large bowel diarrhea suspected based on mucus and hematochezia.
"Biopsy of pinnal lesion submitted; rule out immune-mediated condition (pemphigus, lupus).",Ear Infections,Clinical Notes,"Biopsy of pinnal lesion submitted; rule out immune-mediated condition (pemphigus, lupus)."
"Anemia (low PCV) noted, likely secondary to heavy hookworm or flea burden.",Parasites,Clinical Notes,"Anemia (low PCV) noted, likely secondary to heavy hookworm or flea burden."
Measure and record size of any skin masses.,Skin Irritations,Clinical Notes,Measure and record size of any skin masses.
"Provide detailed estimate for recommended diagnostics (cytology, culture, imaging) and treatments.",Ear Infections,Clinical Notes,"Provide detailed estimate for recommended diagnostics (cytology, culture, imaging) and treatments."
Trichogram shows broken hair shafts consistent with self-trauma (pruritus).,Skin Irritations,Clinical Notes,Trichogram shows broken hair shafts consistent with self-trauma (pruritus).
"Carefully inspect ear canal for presence of ticks, especially in endemic areas.",Ear Infections,Clinical Notes,"Carefully inspect ear canal for presence of ticks, especially in endemic areas."
Foreign body (grass awn) identified and removed from horizontal canal.,Ear Infections,Clinical Notes,Foreign body (grass awn) identified and removed from horizontal canal.
Excoriations around ears and neck; check for ear mites and fleas.,Skin Irritations,Clinical Notes,Excoriations around ears and neck; check for ear mites and fleas.
Administer NSAID (meloxicam) for analgesia and inflammation.,Ear Infections,Clinical Notes,Administer NSAID (meloxicam) for analgesia and inflammation.
Anal sacculitis/abscess causing pain on defecation.,Digestive Issues,Clinical Notes,Anal sacculitis/abscess causing pain on defecation.
Fecal examination positive for Cystoisospora (Coccidia) oocysts.,Parasites,Clinical Notes,Fecal examination positive for Cystoisospora (Coccidia) oocysts.
"Consider video otoscopy for deep cleaning, biopsy, or polyp removal.",Ear Infections,Clinical Notes,"Consider video otoscopy for deep cleaning, biopsy, or polyp removal."
Cobalamin (B12) levels low; initiate supplementation.,Digestive Issues,Clinical Notes,Cobalamin (B12) levels low; initiate supplementation.
Carpal hyperextension noted; radiographs show ligamentous instability/damage. Arthrodesis may be required.,Mobility Problems,Clinical Notes,Carpal hyperextension noted; radiographs show ligamentous instability/damage. Arthrodesis may be required.
"Consider systemic antifungal (e.g., fluconazole) for refractory Malassezia otitis.",Ear Infections,Clinical Notes,"Consider systemic antifungal (e.g., fluconazole) for refractory Malassezia otitis."
"Alopecia, scaling, and follicular casts present; consistent with sebaceous adenitis. Biopsy recommended.",Skin Irritations,Clinical Notes,"Alopecia, scaling, and follicular casts present; consistent with sebaceous adenitis. Biopsy recommended."
Yeast otitis with swelling; start oral antifungals.,Ear Infections,Clinical Notes,Yeast otitis with swelling; start oral antifungals.
Monitor response to elimination diet over next 8 weeks.,Skin Irritations,Clinical Notes,Monitor response to elimination diet over next 8 weeks.
Rule out food allergy as cause of non-seasonal pruritus.,Skin Irritations,Clinical Notes,Rule out food allergy as cause of non-seasonal pruritus.
Superficial spreading pyoderma; prescribe systemic antibiotics (cephalexin).,Skin Irritations,Clinical Notes,Superficial spreading pyoderma; prescribe systemic antibiotics (cephalexin).
Yeast and bacteria in ear; prescribe dual therapy.,Ear Infections,Clinical Notes,Yeast and bacteria in ear; prescribe dual therapy.
Esophagitis suspected; prescribe sucralfate and proton pump inhibitor.,Digestive Issues,Clinical Notes,Esophagitis suspected; prescribe sucralfate and proton pump inhibitor.
"Document lesion distribution, type, and severity score.",Skin Irritations,Clinical Notes,"Document lesion distribution, type, and severity score."
Demodex mites detected; start oral ivermectin.,Parasites,Clinical Notes,Demodex mites detected; start oral ivermectin.
Consider parasite resistance if fecal exams remain positive despite appropriate treatment.,Parasites,Clinical Notes,Consider parasite resistance if fecal exams remain positive despite appropriate treatment.
Aggressively treat secondary bacterial and yeast components of otitis.,Ear Infections,Clinical Notes,Aggressively treat secondary bacterial and yeast components of otitis.
Elevated ALT and ALP; consider primary hepatopathy vs. reactive hepatopathy. Bile acids test recommended.,Digestive Issues,Clinical Notes,Elevated ALT and ALP; consider primary hepatopathy vs. reactive hepatopathy. Bile acids test recommended.
Treat Taenia tapeworms effectively with praziquantel.,Parasites,Clinical Notes,Treat Taenia tapeworms effectively with praziquantel.
Underlying allergic condition (atopy or food allergy) likely predisposing factor for recurrent otitis.,Ear Infections,Clinical Notes,Underlying allergic condition (atopy or food allergy) likely predisposing factor for recurrent otitis.
Cytology from interdigital space reveals numerous Malassezia organisms and neutrophils.,Skin Irritations,Clinical Notes,Cytology from interdigital space reveals numerous Malassezia organisms and neutrophils.
